,id_paper,Authors
16130,9812243,"['P.K. Mitter', 'B. Scoppola']"
16131,9812244,"['Olaf Lechtenfeld', 'Boris Zupnik']"
16132,9812245,['Patricio Gaete']
16133,9812246,"['Zahid Zakir (Institute of Noosphere', 'Tashkent', 'Uzbekistan)']"
16134,9812247,"['V. Bazhanov', 'S. Lukyanov', 'A. Zamolodchikov']"
16135,9812248,"['Soo-Young lee', 'Hungsoo Kim', 'D. K. Park', 'Chang Soo Park', 'Jae Kwan Kim']"
16136,9812249,['B.M. Zupnik']
16137,9812250,['A.Gorsky']
16138,9812251,"['B. Schroer', 'H.-W. Wiesbrock (FU-Berlin', 'Germany)']"
16139,9812252,"['J. M. Evans', 'M. R. Gaberdiel', 'M. J. Perry']"
16140,9812253,['Eugene Perevalov']
16141,9812254,"['Zahid Zakir (Institute of Noosphere,Tashkent', 'Uzbekistan)']"
16142,9901001,['Yosuke Imamura']
16143,9901002,"['M. Cvetic', 'H. Lu', 'C.N. Pope', 'T.A Tran']"
16144,9901003,"['E. Ivanov', 'S. Krivonos']"
16145,9901004,['Sumit R. Das']
16146,9901005,['Ralph Blumenhagen']
16147,9901006,"['Jose D. Edelstein', 'Javier Mas']"
16148,9901007,"['Victoria Fernandez', 'Kang Li', 'Carlos Naon']"
16149,9901008,['Nakwoo Kim']
16150,9901009,"['Ron Donagi', 'Andre Lukas', 'Burt A. Ovrut', 'Daniel Waldram']"
16151,9901010,['John R. Klauder']
16152,9901011,['Kimball A. Milton']
16153,9901012,"['Gary T. Horowitz', 'N. Itzhaki']"
16154,9901013,"['Zahid Zakir (Institute of Noosphere', 'Tashkent', 'Uzbekistan)']"
16155,9901014,"['O. Bergman (Caltech)', 'M.R. Gaberdiel (Cambridge)']"
16156,9901015,['Christian Jaekel']
16157,9901016,"['Kasper Peeters', 'Andrew Waldron']"
16158,9901017,"['Andre Lukas', 'Burt A. Ovrut', 'Daniel Waldram']"
16159,9901018,['Igor R. Klebanov']
16160,9901019,"['Stephen C. Hahn', 'G. S. Guralnik']"
16161,9901020,"['K. Foerger (CPHT)', 'S. Stieberger (CERN)']"
16162,9901021,"['C. Robin Graham', 'Edward Witten']"
16163,9901022,['Doron Gepner']
16164,9901023,"['N. Graham', 'R. L. Jaffe']"
16165,9901024,"['Prem P. Srivastava (Inst{\\i}tuto de F{\\i}sica', 'Universidade do']"
16166,9901025,['Bang-Rong Zhou']
16167,9901026,"['E. Elizalde', 'S. Nojiri', 'S.D. Odintsov']"
16168,9901027,['Hitoshi Nishino']
16169,9901028,['Donal ODriscoll']
16170,9901029,"['V. A. Franke', 'Yu. V. Novozhilov', 'S. A. Paston', 'E. V. Prokhvatilov']"
16171,9901030,"['L. Dolan', 'M. Langham']"
16172,9901031,"['B. Schroer', 'H.-W. Wiesbrock (FU-Berlin', 'Germany)']"
16173,9901032,"['Gia Dvali', 'Gregory Gabadadze', 'Zurab Kakushadze']"
16174,9901033,['Iouri Chepelev']
16175,9901034,"['Hiroyuki Hata', 'Sanefumi Moriyama']"
16176,9901035,['Bang-Rong Zhou']
16177,9901036,"['S.A.Bulgadaev (Landau Institute', 'Moscow)']"
16178,9901037,['L.D. Faddeev']
16179,9901038,['Tristan Hubsch']
16180,9901039,"['John M. Cornwall (Department of Physics', 'UCLA)']"
16181,9901040,['Arkady L.Kholodenko']
16182,9901041,"['Andreas Karch', 'Dieter Lust', 'Andre Miemiec']"
16183,9901042,['Sergei Gukov']
16184,9901043,"['Moshe Flato', 'Christian Fronsdal', 'Daniel Sternheimer']"
16185,9901044,"['Ram Brustein', 'Richard Madden']"
16186,9901045,"['Nemanja Kaloper', 'Robert C. Myers']"
16187,9901046,['M A Grigoriev (Lebedev Physics Institute)']
16188,9901047,['Arkady L.Kholodenko']
16189,9901048,"['Eric G. Gimon', 'Costin Popescu']"
16190,9901049,"['Toyoki Matsuyama', 'Hideko Nagahiro', 'Satoko Uchida']"
16191,9901050,['Kostas Skenderis']
16192,9901051,['Subir Ghosh']
16193,9901052,['C. Lucchesi']
16194,9901053,"['M. Billo', 'M. Caselle', 'A. DAdda', 'P. Provero']"
16195,9901054,"['A.A. Bytsenko', 'A.E. Goncalves', 'M. Simoes', 'F.L. Williams']"
16196,9901055,"['Eric Bergshoeff', 'Mees de Roo', 'Bert Janssen', 'Tomas Ortin']"
16197,9901056,"['Jorge G. Russo', 'Konstadinos Sfetsos']"
16198,9901057,"['J. Greensite', 'P. Olesen']"
16199,9901058,['Dmitry A. Kalinin']
16200,9901059,"['Ciprian Acatrinei', 'Marco Fabbrichesi', 'Roberto Iengo']"
16201,9901060,"['Ben Craps', 'Joaquim Gomis', 'David Mateos', 'Antoine Van Proeyen']"
16202,9901061,"['P. Ramadevi', 'Swatee Naik']"
16203,9901062,['Mark Trodden']
16204,9901063,"['Daniel F. Litim', 'Jan M. Pawlowski']"
16205,9901064,"['Friedemann Brandt', 'Ulrich Theis']"
16206,9901065,"['B.M. Barbashov', 'A.B. Pestov']"
16207,9901066,"['Sharmanthie Fernando', 'Freydoon Mansouri']"
16208,9901067,"['D.V.Uvarov', 'A.A.Zheltuklhin']"
16209,9901068,"['Vicente Azcoiti', 'Angelo Galante']"
16210,9901069,"['L. Freidel', 'K. Krasnov', 'R. Puzio (Penn State)']"
16211,9901070,"['M. L. Walker', 'C. J. Burden (Theoretical Physics', 'RSPhysSE,']"
16212,9901071,"['Heinrich Saller (Max-Planck-Institut fur Physik und Astrophysik,']"
16213,9901072,"['Linda Baker', 'David Fairlie']"
16214,9901073,"['N. Grandi', 'E. F. Moreno', 'F. A. Schaposnik']"
16215,9901074,"['J.Alfaro', 'A.Dobado', 'D.Espriu']"
16216,9901075,"['Michael Singer', 'Paul Sutcliffe']"
16217,9901076,['Joseph Polchinski']
16218,9901077,"['A. Konechny', 'A. Schwarz']"
16219,9901078,"['Bert Janssen', 'Patrick Meessen', 'Tomas Ortin']"
16220,9901079,['Leonard Susskind']
16221,9901080,['M.M. Sheikh-Jabbari']
16222,9901081,"['Yu.P.Rybakov', 'A.M.Tarabay', 'and I.G.Chugunov (Department of Theoretical']"
16223,9901082,"['Dumitru Baleanu (Bogoliubov LTPh', 'JINR', 'Dubna', 'Russia),Yurdahan Guler']"
16224,9901083,"['Dumitru Baleanu (Bogoliubov LTPh', 'JINR', 'Dubna', 'Russia)', 'Yurdahan Guler']"
16225,9901084,"['R. Manvelyan', 'R. Mkrtchyan', 'H.J.W. Mueller-Kirsten']"
16226,9901085,['Mohammad R. Garousi']
16227,9901086,"['Iver Brevik', 'Valery Marachevsky']"
16228,9901087,"['V. Frolov', 'D. Fursaev', 'J. Gegenberg', 'and G. Kunstatter']"
16229,9901088,"['Yaron Oz', 'Donam Youm']"
16230,9901089,"['A. Gorsky', 'N. Nekrasov', 'V. Rubtsov']"
16231,9901090,"['B. Geyer', 'M. Lazar', 'D. Robaschik']"
16232,9901091,['Rikard von Unge']
16233,9901092,"['D. Amati', 'J.G. Russo']"
16234,9901093,"['G. Bonelli', 'L. Bonora', 'F. Nesti', 'A. Tomasiello']"
16235,9901094,"['Pierre Deligne', 'Daniel S. Freed']"
16236,9901095,['Renata Kallosh']
16237,9901096,"['B. Kleihaus (NUI Maynooth', 'Ireland)']"
16238,9901097,"['Dumitru Baleanu (Bogoliubov LTPh,JINR', 'Dubna', 'Russia)', 'Yurdahan Guler']"
16239,9901098,"['G.K. Leontaris', 'J. Rizos (University of Ioannina)']"
16240,9901099,['Dirk Kreimer']
16241,9901100,"['Bugra Borasoy', 'Dean Lee']"
16242,9901101,"['I.R. Klebanov', 'A.A. Tseytlin']"
16243,9901102,['P.K. Townsend']
16244,9901103,"['T.E. Clark', 'S.T. Love']"
16245,9901104,['Hitoshi Nishino']
16246,9901105,"['Seungjoon Hyun', 'Youngjai Kiem', 'Hyeonjoon Shin']"
16247,9901106,['K. Zarembo']
16248,9901107,"['Dongsu Bak', 'Koji Hashimoto', 'Bum-Hoon Lee', 'Hyunsoo Min', 'and Naoki']"
16249,9901108,"['P. Ouyang', 'V. Mohta', 'and R.L. Jaffe']"
16250,9901109,"['Thomas Appelquist', 'Andrew G. Cohen', 'and Martin Schmaltz']"
16251,9901110,"['S. A. Paston', 'V. A. Franke']"
16252,9901111,"['G. Dvali', 'M. Shifman']"
16253,9901112,['Vladimir O. Soloviev']
16254,9901113,"['B.G. Konopelchenko', 'G. Landolfi']"
16255,9901114,"['S. Hollands (U. of York)', 'M. Mueller-Preussker (Humboldt-U.)']"
16256,9901115,"['M. Cvetic', 'H. Lu', 'C.N. Pope', 'T.A Tran']"
16257,9901116,"['Zbigniew Hasiewicz', 'Zbigniew Jaskolski', 'Andrzej Ostrowski']"
16258,9901117,"['A. Gregori', 'C. Kounnas', 'P.M. Petropoulos']"
16259,9901118,['Oleg Andreev']
16260,9901119,"['Peter van Nieuwenhuizen', 'Shinichi Nojiri', 'Sergei D. Odintsov']"
16261,9901120,['Kanehisa Takasaki']
16262,9901121,"['G.Arutyunov', 'S.Frolov']"
16263,9901122,['Sonia Stanciu']
16264,9901123,"['A. Gregori', 'C. Kounnas', 'J. Rizos']"
16265,9901124,"['I. P. Ennes', 'S. G. Naculich', 'H. Rhedin', 'and H. J. Schnitzer']"
16266,9901125,"['S. Deser (Brandeis University)', 'R. Jackiw (MIT)']"
16267,9901126,"['Katrin Becker', 'Melanie Becker']"
16268,9901127,['Viqar Husain (Univ. of British Columbia)']
16269,9901128,"['N. Dorey (Washington', 'Swansea)', 'T.J. Hollowood (Los Alamos', 'Swansea),']"
16270,9901129,"['Hung Cheng', 'S.P. Li']"
16271,9901130,"['Chiang-Mei Chen', 'Dmitri V. Galtsov', 'Kei-ichi Maeda', 'Sergei A.']"
16272,9901131,"['Ian Kogan', 'Oleg Soloviev']"
16273,9901132,"['F. T. Brandt', 'J. Frenkel']"
16274,9901133,"['Jorge Ananias Neto', 'Emanuel R. de Oliveira', 'Wilson Oliveira']"
16275,9901134,"['Ofer Aharony', 'Jacek Pawelczyk', 'Stefan Theisen', 'Shimon Yankielowicz']"
16276,9901135,"['E. Martinec', 'V. Sahakian']"
16277,9901136,"['M. Massar', 'J. Troost']"
16278,9901137,"['Holger Guenther', 'Carl Herrmann', 'Jan Louis']"
16279,9901138,"['Jifeng Yang (Fudan Univ.', 'Shanghai', 'P. R. China)']"
16280,9901139,['J. Kumar']
16281,9901140,['Gunter Scharf']
16282,9901141,"['Jose Luis Cortes', 'Jorge Gamboa']"
16283,9901142,"['F. Berruto (1)', 'G. Grignani (1)', 'G. W. Semenoff (2)', 'P. Sodano (1)']"
16284,9901143,['Karl Landsteiner']
16285,9901144,"['Gordon Chalmers', 'Koenraad Schalm']"
16286,9901145,['J. Luis Miramontes']
16287,9901146,['Michael R. Douglas']
16288,9901147,"['Feng-Li Lin', 'Yong-Shi Wu']"
16289,9901148,['Maximo Banados']
16290,9901149,"['M. J. Duff', 'James T. Liu']"
16291,9901150,['Christos Epameinonda Kokorelis']
16292,9901151,"['S. Hosono', 'M.-H. Saito', 'and A. Takahashi']"
16293,9901152,"['Seungjoon Hyun', 'Youngjai Kiem', 'Hyeonjoon Shin']"
16294,9901153,['P. Bozhilov']
16295,9901154,['Arjan Keurentjes']
16296,9901155,"['J.M. Aroca', 'Yu. Kubyshin']"
16297,9901156,"['J. F. Donoghue', 'T. Torma']"
16298,9901157,['G. F. Chew (LBNL)']
16299,9901158,['Miao Li']
16300,9901159,['Piljin Yi']
16301,9901160,['P. Bozhilov']
16302,9901161,"['J. M. F. Labastida', 'Carlos Lozano']"
16303,9901162,"['W.Lerche', 'S.Stieberger', 'N.P.Warner']"
16304,9901163,"['Jan-Willem van Holten', 'Andrew Waldron', 'Kasper Peeters']"
16305,9901164,"['Klaus Junemann', 'Olaf Lechtenfeld', 'Alexander D. Popov']"
16306,9901165,"['Helmuth Huffel', 'Gerald Kelnhofer']"
16307,9902001,"['Daiji Ennyu', 'Hiroshi Kawabe', 'and Naohito Nakazawa']"
16308,9902002,"['C.D. Fosco', 'R.E. Gamboa Saravi', 'F.A. Schaposnik']"
16309,9902003,"['Ricardo Troncoso', 'Jorge Zanelli']"
16310,9902004,"['Mitsuhiro Kato', 'Tsunehide Kuroki']"
16311,9902005,['David Tong']
16312,9902006,['Remo Garattini']
16313,9902007,['Renata Kallosh']
16314,9902008,"['J. M. Evans', 'M. Hassan', 'N. J. MacKay', 'A. J. Mountain']"
16315,9902009,['G. A. Vilkovisky (Lebedev Institute)']
16316,9902010,['Ali Kaya']
16317,9902011,"['A. Fring', 'C. Korff', 'B.J. Schulz']"
16318,9902012,"['E. Alvarez', 'C. Gomez (Madrid)']"
16319,9902013,"['V. N. Pervushin', 'V. I. Smirichinski']"
16320,9902014,"['R. Amorim', 'J. Barcelos-Neto']"
16321,9902015,['Herbert Neuberger (Rutgers)']
16322,9902016,['Geoffrey Dixon']
16323,9902017,"['Sergei V. Shabanov', 'John R. Klauder (University of Florida)']"
16324,9902018,"['Mikhail Shifman', 'Arkady Vainshtein']"
16325,9902019,['Igor A. Shovkovy']
16326,9902020,"['T. K. Rai Dastidar', 'Krishna Rai Dastidar']"
16327,9902021,"['Giampiero Esposito', 'Pietro Santorelli']"
16328,9902022,"['Michael R. Douglas', 'S. Randjbar-Daemi']"
16329,9902023,"['K. Savvidy', 'G. Savvidy']"
16330,9902024,"['R. Jackiw', 'A.P. Polychronakos']"
16331,9902025,['S. G. Rajeev']
16332,9902026,"['Marina Huerta (Instituto Balseiro', 'Bariloche', 'Argentina)']"
16333,9902027,['R.Parthasarathy']
16334,9902028,"['Serguei B. Isakov', 'Gustavo Lozano', 'Stephane Ouvry']"
16335,9902029,"['V.G. Kac', 'A.V. Smilga']"
16336,9902030,"['A.Gorsky', 'A.Mironov']"
16337,9902031,"['D.R. Karakhanyan', 'R. Kirschner']"
16338,9902032,"['Ignatios Antoniadis', 'J.-Pierre Derendinger', 'Costas Kounnas']"
16339,9902033,"['Anton Kapustin', 'Matthew J. Strassler (Institute for Advanced Study)']"
16340,9902034,"['G. Papadopoulos', 'J. Gutowski']"
16341,9902035,"['S. Nojiri', 'O. Obregon', 'S.D. Odintsov', 'and K.E. Osetrin']"
16342,9902036,"['Federico Berruto (Dipartimento di Fisica ', 'I.N.F.N.', 'Universita di']"
16343,9902037,"['P. Kosi{n}ski', 'J. Lukierski', 'P. Ma{s}lanka']"
16344,9902038,['B.M. Zupnik']
16345,9902039,['B. P. Kosyakov']
16346,9902040,"['Mariano Cadoni', 'Salvatore Mignemi']"
16347,9902041,"['J. Gegenberg', 'R.B. Mann']"
16348,9902042,"['Eric DHoker', 'Daniel Z. Freedman', 'Samir D. Mathur', 'Alec Matusis and']"
16349,9902043,['Avinash Dhar']
16350,9902044,"['Matthias Doerrzapf', 'Beatriz Gato-Rivera']"
16351,9902045,"['Oskar Pelc', 'Ruud Siebelink']"
16352,9902046,"['Arvind Rajaraman', 'Moshe Rozali']"
16353,9902047,['Stefano Kovacs (University of Rome - Tor Vergata)']
16354,9902048,"['P. J. Arias', 'A. Khoudeir']"
16355,9902049,"['Tetsuya Shiromizu (DAMTP', 'Cambridge)']"
16356,9902050,['Geoffrey Dixon']
16357,9902051,['Bernard de Wit']
16358,9902052,"['Vijay Balasubramanian', 'Steven B. Giddings', 'Albion Lawrence']"
16359,9902053,['J. Suzuki(University of Tokyo at Komaba)']
16360,9902054,"['P. I. Fomin', 'T. Yu. Kuzmenko']"
16361,9902055,"['I. Antoniadis', 'B. Pioline (Ecole Polytechnique)']"
16362,9902056,['A. Chakrabarti']
16363,9902057,['C.R. Hagen']
16364,9902058,"['S. A. Abel', 'J. L. F. Barbon', 'I. I. Kogan', 'E. Rabinovici']"
16365,9902059,"['Antal Jevicki', 'Sanjaye Ramgoolam']"
16366,9902060,"['Abilio De Freitas', 'Sebasti{a}n Salam{o}']"
16367,9902061,"['Jiro Sakamoto', 'Yasuaki Fukuoka']"
16368,9902062,"['Yu. P. Rybakov', 'A. M. Tarabay', 'and I. G. Chugunov (Department of']"
16369,9902063,"['Sze-Shiang Feng', 'Zi-Xiang Wang', 'Xi-Jun Qiu']"
16370,9902064,"['Gerald V. Dunne', 'Theodore M. Hall']"
16371,9902065,"['C.D. Fosco', 'E. Fradkin', 'A. Lopez']"
16372,9902066,['JM Figueroa-OFarrill']
16373,9902067,"['Csaba Csaki (Berkeley)', 'Jorge Russo (Univ. of Buenos Aires),']"
16374,9902068,['Stefan Forste']
16375,9902069,"['M. Sakamoto(Kobe Univ.)', 'M. Tachibana(Kobe Univ.)', 'K.Takenaga']"
16376,9902070,"['M. Sakamoto (Kobe Univ.)', 'M. Tachibana (Kobe Univ.)', 'K.Takenaga']"
16377,9902071,"['Andre Lukas', 'Burt A. Ovrut', 'Daniel Waldram']"
16378,9902072,['Costas Kounnas']
16379,9902073,"['Daniel Kabat (IAS)', 'Gilad Lifschytz (Princeton University)']"
16380,9902074,['Joseph A. Minahan (IAS)']
16381,9902075,"['A. Leclair', 'G. Mussardo']"
16382,9902076,"['V. Dzhunushaliev', 'D. Singleton']"
16383,9902077,['Sang Pyo Kim']
16384,9902078,['N. Ano (Tokyo Metropolitan U.)']
16385,9902079,"['S.Yamaguchi', 'Y.Ishimoto', 'K.Sugiyama (Kyoto Univ.)']"
16386,9902080,['Zurab Kakushadze']
16387,9902081,['Jeong-Hyuck Park']
16388,9902082,"['Sze-Shiang Feng', 'Bin Wang']"
16389,9902083,"['F. T. Brandt', 'Ashok Das', 'J. Frenkel']"
16390,9902084,"['Oswaldo M. Del Cima (TU-Wien)', 'Daniel H.T. Franco (SISSA-Trieste) and']"
16391,9902085,"['G.P. Pronko (Institute for High Energy Physics', 'Protvino', 'Russia and']"
16392,9902086,"['Ian I. Kogan', 'Gloria Luzon']"
16393,9902087,"['Subrata Bal', 'B. Sathiapalan']"
16394,9902088,"['Richard Easther', 'David A. Lowe']"
16395,9902089,['L.D. Paniak (Princeton University)']
16396,9902090,['Bayram Tekin']
16397,9902091,"['A.M. Fedotov', 'V.D. Mur', 'N.B. Narozhny', 'V.A. Belinskii', 'B.M.']"
16398,9902092,['Chien-Hao Liu (UT-Austin)']
16399,9902093,"['Won Tae Kim', 'John J. Oh', 'and Jung Hee Park']"
16400,9902094,"['R. Caracciolo', 'F. Gliozzi', 'R.Tateo']"
16401,9902095,"['A.A. Tseytlin', 'K. Zarembo']"
16402,9902096,"['Sze-Shiang Feng', 'Yi-Shi Duan']"
16403,9902097,['G. Veneziano']
16404,9902098,"['N. Berkovits', 'C. Vafa', 'E. Witten']"
16405,9902099,"['Nathan Berkovits (IFT/UNESP', 'Sao Paulo)']"
16406,9902100,"['Marco Billo', 'Sergio Cacciatori', 'Frederik Denef', 'Pietro Fre', 'Antoine']"
16407,9902101,"['Dongsu Bak', 'Soo-Jong Rey']"
16408,9902102,['Kentaro Hori']
16409,9902103,['Elena Gubankova']
16410,9902104,"['K. Kaviani', 'A.M. Ghezelbash']"
16411,9902105,['Ashoke Sen']
16412,9902106,['I.Ya. Arefeva']
16413,9902107,['Jean-Pierre Derendinger (Neuchatel Univ.)']
16414,9902108,"['Sze-Shiang Feng', 'Bin Wang', 'Xin-He Meng']"
16415,9902109,"['Marcin Daszkiewicz', 'Zbigniew Hasiewicz', 'Zbigniew Jaskolski']"
16416,9902110,"['Nikita Nekrasov', 'Samson L. Shatashvili']"
16417,9902111,"['Conor Houghton', 'Patrick Irwin', 'A. J. Mountain']"
16418,9902113,"['Werner Krauth', 'Matthias Staudacher']"
16419,9902114,"['Ch. Kopper (Ecole Polytechnique)', 'V.F. Mueller (Universitaet']"
16420,9902115,['Gerald V. Dunne']
16421,9902116,['Eric R. Sharpe']
16422,9902117,"['Robert G. Edwards', 'Urs M. Heller', 'Joe Kiskis', 'Rajamani Narayanan']"
16423,9902118,"['Joshua Erlich', 'Amihay Hanany', 'Asad Naqvi']"
16424,9902119,"['Kyungho Oh', 'Radu Tatar']"
16425,9902120,"['Michael Gutperle', 'Yuji Satoh']"
16426,9902121,"['Vijay Balasubramanian', 'Per Kraus']"
16427,9902122,"['Kazuyuki Furuuchi', 'Nobuyoshi Ohta', 'Jian-Ge Zhou']"
16428,9902123,"['Pablo Minces', 'Victor O. Rivelles']"
16429,9902124,"['Massimo Blasone', 'Peter A. Henning', 'Giuseppe Vitiello']"
16430,9902125,"['A. Kehagias', 'K. Sfetsos']"
16431,9902126,['G. Veneziano']
16432,9902127,['Laura Mersini']
16433,9902128,['Haisong Yang']
16434,9902129,['Eugene Shuster']
16435,9902130,"['I. Brevik', 'A. A. Bytsenko', 'and A. E. Goncalves']"
16436,9902131,['Jens L. Petersen']
16437,9902132,"['J. Fuchs', 'C. Schweigert']"
16438,9902133,['Alice Rogers']
16439,9902134,"['N. Dorey', 'T. J. Hollowood', 'D. Tong']"
16440,9902135,"['J.R.S.Nascimento', 'Inyong Cho', 'Alexander Vilenkin']"
16441,9902136,"['Marijan Ribaric', 'Luka Sustersic']"
16442,9902137,['Marc Henneaux']
16443,9902138,"['H. Grosse', 'A. Strohmaier']"
16444,9902139,['Giuseppe Vitiello']
16445,9902140,['Antti J. Niemi']
16446,9902141,"['H. Aratyn', 'L.A. Ferreira', 'A.H. Zimerman']"
16447,9902142,['A.P.Veselov']
16448,9902143,['A. Pashnev']
16449,9902144,"['Jean Alexandre', 'Janos Polonyi']"
16450,9902145,"['Joel S. Rozowsky', 'Charles B. Thorn']"
16451,9902146,"['R. P. Malik (Bose Centre', 'Calcutta', 'India)']"
16452,9902147,"['D.Karakhanyan', 'R.Kirschner']"
16453,9902148,"['S. Cotsakis', 'V. D. Ivashchuk', 'V. N. Melnikov']"
16454,9902149,['Bernard de Wit']
16455,9902150,"['Yasuharu Honda', 'Masaki Yasue']"
16456,9902151,"['G. Mussardo (Universita dellInsubria', 'Como)']"
16457,9902153,"['Richard Corrado', 'Bogdan Florea', 'and Robert McNees']"
16458,9902154,"['V.E.R. Lemes', 'C.A. Linhares', 'S.P. Sorella', 'L.C.Q.Vilar', 'D.G.G. Sasaki']"
16459,9902155,['Steven S. Gubser (Harvard)']
16460,9902156,"['Y.S. Myung', 'N.J. Kim', 'H.W. Lee (Inje University)']"
16461,9902157,['Alexios P. Polychronakos']
16462,9902158,"['H. Awata', 'S. Hirano', 'Y. Hyakutake']"
16463,9902159,"['S.A. Arakelyan', 'G.V. Grigoryan', 'R.P. Grigoryan (YrPI', 'Armenia)']"
16464,9902160,"['Oren Bergman', 'Eric G. Gimon', 'Petr Horava']"
16465,9902161,"['Jose D. Edelstein', 'Javier Mas']"
16466,9902162,"['G. Carlino', 'K. Konishi', 'N. Maggiore', 'N. Magnoli']"
16467,9902163,"['P.Pronin', 'K.Stepanyantz']"
16468,9902164,"['Bodo Geyer', 'Dietmar Mulsch']"
16469,9902165,"['N. Kawamoto', 'H.B. Nielsen', 'N. Sato']"
16470,9902166,['G. Papadopoulos']
16471,9902167,['Arkady L.Kholodenko']
16472,9902168,"['Paul H. Frampton', 'William F. Shively']"
16473,9902169,"['Masafumi Fukuma', 'Shigeaki Yahikozawa']"
16474,9902170,"['Andrew Chamblin', 'Roberto Emparan', 'Clifford V. Johnson', 'Robert C.']"
16475,9902171,"['E. Sezgin', 'P. Sundell']"
16476,9902172,['J.Manjavidze']
16477,9902173,"['Dongsu Bak', 'Soo-Jong Rey']"
16478,9902174,"['Abdulmajeed Abdurrahman (Rutherford Lab.)', 'Jose Bordes', 'Cristobal']"
16479,9902175,"['M. Calixto', 'V. Aldaya']"
16480,9902176,"['A. Abdurrahman (Rutherford Lab.)', 'J. Bordes (Univ. de Valencia)']"
16481,9902177,"['Dmitri Antonov (INFN', 'Pisa)', 'Dietmar Ebert (Humboldt University,']"
16482,9902178,"['J.N. Acosta', 'N. Berkovits', 'O. Chandia (IFT/UNESP', 'Sao Paulo)']"
16483,9902179,"['Oliver DeWolfe', 'Amihay Hanany', 'Amer Iqbal', 'and Emanuel Katz']"
16484,9902180,"['Michael Bershadsky', 'Slava Zhukov', 'Arkady Vaintrob']"
16485,9902181,['Igor Pesando']
16486,9902183,['Raphael Bousso (Stanford)']
16487,9902184,"['I. Brevik', 'S. D. Odintsov']"
16488,9902185,['M.N. Stoilov']
16489,9902186,['Arjan Keurentjes']
16490,9902187,['Fedele Lizzi']
16491,9902188,['J. Wirstam']
16492,9902189,['J. Teschner']
16493,9902190,"['John Ellis', 'A. Ghosh', 'N.E. Mavromatos']"
16494,9902191,['Gregory Gabadadze']
16495,9902192,"['Silvio Pallua', 'Predrag Prester']"
16496,9902193,"['S. M. de Souza', 'O. Rojas Santos', 'M. T. Thomaz']"
16497,9902194,['Ioannis Giannakis']
16498,9902195,"['Mirjam Cvetic (University of Pennsylvania)', 'Steven S. Gubser']"
16499,9902196,"['Marco Billo', 'Ben Craps', 'Frederik Roose']"
16500,9902197,"['Curtis G. Callan', 'Alberto Guijosa', 'Konstantin G. Savvidy', 'Oyvind']"
16501,9902198,['Shi-shyr Roan']
16502,9902199,['W.F. Chen (University of Winnipeg)']
16503,9902200,['Tamiaki Yoneya']
16504,9902201,['K.Stepanyantz']
16505,9902202,"['E. Gava (INFN', 'Trieste', 'Italy)', 'A. Hammou (SISSA', 'Trieste', 'Italy),']"
16506,9902203,['K.Stepanyantz']
16507,9902204,['D.B. Fairlie (University of Durham)']
16508,9902205,"['H.W.Braden', 'A.Marshakov', 'A.Mironov', 'A.Morozov']"
16509,9902206,"['Eduardo Eyras', 'Yolanda Lozano']"
16510,9902207,"['P.C. Stichel (Bielefeld', 'Germany)']"
16511,9902208,['Donam Youm']
16512,9902209,"['E. Gabrielli', 'A. Gonzalez-Arroyo', 'C. Pena']"
16513,9902210,"['Ansar Fayyazuddin', 'Douglas J. Smith']"
16514,9902211,"['S. James Gates', 'Jr.', 'Tristan Hubsch', 'Sergei M. Kuzenko']"
16515,9902212,"['Hung Cheng', 'S.P. Li']"
16516,9903001,"['E. Lima', 'H. Lu', 'B.A. Ovrut', 'C.N. Pope']"
16517,9903002,"['E. DHoker', 'D.H. Phong']"
16518,9903003,['Kostas Skenderis']
16519,9903004,['O.M. Del Cima']
16520,9903005,['Edward Witten']
16521,9903006,"['S. Groot Nibbelink', 'J.W. van Holten']"
16522,9903007,['Paolo Di Vecchia']
16523,9903008,"['Stefano Foffa', 'Michele Maggiore', 'Riccardo Sturani']"
16524,9903009,"['Gabriel H. Flores', 'Rudnei O. Ramos', 'N. F. Svaiter']"
16525,9903010,['Michael Gutperle']
16526,9903011,"['Nicola Grillo (Institute for Theoretical Physics', 'Zurich University)']"
16527,9903012,['Sudipta Mukherji']
16528,9903013,"['S.James Gates', 'Jr.', 'Sergei M.Kuzenko']"
16529,9903014,['Z. Guralnik (U. of Pennsylvania)']
16530,9903015,['Reza Abbaspur']
16531,9903016,"['Rolando Gaitan (Universidad de Carabobo', 'Venezuela)']"
16532,9903017,"['Yuji Nakawaki', 'Gary McCartor']"
16533,9903018,"['Yuji Nakawaki', 'Gary McCartor']"
16534,9903019,"['Tom Banks', 'Ann Nelson', 'Michael Dine']"
16535,9903020,"['E. Sezgin', 'P. Sundell']"
16536,9903021,['Zachary Guralnik']
16537,9903022,"['Seungjoon Hyun', 'Youngjai Kiem', 'Hyeonjoon Shin']"
16538,9903023,"['Rong-Gen Cai', 'Dahl Park', 'Kwang-Sup Soh']"
16539,9903024,['I.L. Buchbinder']
16540,9903025,"['Yuji Okawa (University of Tokyo', 'Komaba)']"
16541,9903026,"['L. Girardello', 'M. Petrini', 'M. Porrati', 'A. Zaffaroni']"
16542,9903027,"['A. Liccardo', 'F. Pezzella (Dipartimento di Scienze Fisiche,']"
16543,9903028,"['Michael Faux', 'Dieter Luest', 'Burt A. Ovrut']"
